number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,state
100,0.8195845037286856,2025-10-18 20:23:39.227270,2025-10-18 20:23:40.126334,0 days 00:00:00.899064,0.6,0.0432286351397209,5,1,200,0.0,0.5,0.9,COMPLETE
101,0.8769490020685039,2025-10-18 20:23:40.126772,2025-10-18 20:23:41.202456,0 days 00:00:01.075684,0.6,0.03831621233265146,7,1,150,0.1,0.30000000000000004,1.0,COMPLETE
102,0.977540610541686,2025-10-18 20:23:41.202936,2025-10-18 20:23:42.182648,0 days 00:00:00.979712,0.6,0.03037613036469957,7,1,150,0.0,0.4,1.0,COMPLETE
103,0.8811644018374212,2025-10-18 20:23:42.183112,2025-10-18 20:23:43.216686,0 days 00:00:01.033574,0.6,0.030218525441900766,7,2,150,0.0,0.4,1.0,COMPLETE
104,0.8776929570055353,2025-10-18 20:23:43.217154,2025-10-18 20:23:44.255450,0 days 00:00:01.038296,0.6,0.026649907439599985,7,1,150,0.0,0.30000000000000004,1.0,COMPLETE
105,0.5024186473554418,2025-10-18 20:23:44.255897,2025-10-18 20:23:44.706134,0 days 00:00:00.450237,0.6,0.03242521998670446,6,1,250,0.7000000000000001,0.4,1.0,COMPLETE
106,0.7751530076138816,2025-10-18 20:23:44.706549,2025-10-18 20:23:45.696179,0 days 00:00:00.989630,0.6,0.033961647841018516,7,8,150,0.0,0.5,1.0,COMPLETE
107,0.8309103800037673,2025-10-18 20:23:45.696619,2025-10-18 20:23:46.200483,0 days 00:00:00.503864,0.6,0.028421291905511452,6,1,100,0.0,0.6000000000000001,1.0,COMPLETE
108,0.8533547262930927,2025-10-18 20:23:46.200893,2025-10-18 20:23:47.193653,0 days 00:00:00.992760,0.6,0.02225839036994045,6,2,200,0.1,0.5,1.0,COMPLETE
109,0.46144859107551356,2025-10-18 20:23:47.194105,2025-10-18 20:23:47.519968,0 days 00:00:00.325863,0.6,0.016505898281458778,6,1,150,1.0,0.4,1.0,COMPLETE
110,0.7690993789175273,2025-10-18 20:23:47.520409,2025-10-18 20:23:48.233336,0 days 00:00:00.712927,0.6,0.023667771577826128,8,2,100,0.0,0.6000000000000001,1.0,COMPLETE
111,0.8740903034897,2025-10-18 20:23:48.233772,2025-10-18 20:23:49.207300,0 days 00:00:00.973528,0.6,0.03531198837175552,7,1,150,0.1,0.4,1.0,COMPLETE
112,0.8367044733049446,2025-10-18 20:23:49.207875,2025-10-18 20:23:50.241214,0 days 00:00:01.033339,0.6,0.04033406794771857,7,1,150,0.0,0.4,1.0,COMPLETE
113,0.9530315373075918,2025-10-18 20:23:50.241661,2025-10-18 20:23:51.230972,0 days 00:00:00.989311,0.6,0.03094962399891535,7,1,150,0.0,0.5,1.0,COMPLETE
114,0.7882973103251455,2025-10-18 20:23:51.231444,2025-10-18 20:23:51.978946,0 days 00:00:00.747502,0.6,0.0309796465355289,6,5,150,0.0,0.5,1.0,COMPLETE
115,0.8969284255370985,2025-10-18 20:23:51.979360,2025-10-18 20:23:52.961413,0 days 00:00:00.982053,0.6,0.047280611806277774,7,1,150,0.0,0.5,1.0,COMPLETE
116,0.8069230430379865,2025-10-18 20:23:52.961852,2025-10-18 20:23:53.926546,0 days 00:00:00.964694,0.6,0.045165449473149134,7,1,150,0.0,0.5,1.0,COMPLETE
117,0.9406689397747338,2025-10-18 20:23:53.927018,2025-10-18 20:23:55.178728,0 days 00:00:01.251710,0.6,0.05508733209314382,7,1,200,0.0,0.6000000000000001,1.0,COMPLETE
118,0.7321119240199967,2025-10-18 20:23:55.179175,2025-10-18 20:23:57.128203,0 days 00:00:01.949028,0.6,0.08038702744583356,8,1,250,0.0,0.7000000000000001,1.0,COMPLETE
119,0.8677496386290269,2025-10-18 20:23:57.128813,2025-10-18 20:23:58.138097,0 days 00:00:01.009284,0.6,0.05990105551280459,7,1,200,0.1,0.6000000000000001,1.0,COMPLETE
120,0.9198424726882459,2025-10-18 20:23:58.138570,2025-10-18 20:23:59.369766,0 days 00:00:01.231196,0.6,0.026340928891206452,7,1,200,0.0,0.6000000000000001,1.0,COMPLETE
121,0.7793590590240592,2025-10-18 20:23:59.370215,2025-10-18 20:24:00.648043,0 days 00:00:01.277828,0.6,0.054744567379659444,7,1,200,0.0,0.6000000000000001,1.0,COMPLETE
122,0.943494581855641,2025-10-18 20:24:00.648523,2025-10-18 20:24:02.012083,0 days 00:00:01.363560,0.6,0.02603142037167395,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
123,0.9079651076980584,2025-10-18 20:24:02.012523,2025-10-18 20:24:03.744130,0 days 00:00:01.731607,0.6,0.02516795892999775,7,1,250,0.0,0.7000000000000001,1.0,COMPLETE
124,0.8621459108979274,2025-10-18 20:24:03.744612,2025-10-18 20:24:05.250347,0 days 00:00:01.505735,0.6,0.02981941633675302,7,1,250,0.0,0.7000000000000001,1.0,COMPLETE
125,0.5390609763176751,2025-10-18 20:24:05.250799,2025-10-18 20:24:05.858664,0 days 00:00:00.607865,0.6,0.0257666138383056,7,1,250,0.6000000000000001,0.8,1.0,COMPLETE
126,0.8066025201034636,2025-10-18 20:24:05.859110,2025-10-18 20:24:07.078766,0 days 00:00:01.219656,0.6,0.02782906151401837,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
127,0.9016607345566249,2025-10-18 20:24:07.079190,2025-10-18 20:24:08.391489,0 days 00:00:01.312299,0.6,0.03155191614820532,7,1,250,0.1,0.8,1.0,COMPLETE
128,0.9535841534785717,2025-10-18 20:24:08.391957,2025-10-18 20:24:09.666669,0 days 00:00:01.274712,0.6,0.0329908659707795,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
129,0.6662139886985473,2025-10-18 20:24:09.667107,2025-10-18 20:24:10.242956,0 days 00:00:00.575849,0.6,0.03327494267504168,7,1,200,0.4,0.7000000000000001,1.0,COMPLETE
130,0.9373386031070469,2025-10-18 20:24:10.243371,2025-10-18 20:24:11.492680,0 days 00:00:01.249309,0.6,0.036510578751043486,7,1,200,0.0,0.8,1.0,COMPLETE
131,0.9079359130971723,2025-10-18 20:24:11.493149,2025-10-18 20:24:12.767329,0 days 00:00:01.274180,0.6,0.03805300979924752,7,1,200,0.0,0.8,1.0,COMPLETE
132,0.9034218458071813,2025-10-18 20:24:12.767850,2025-10-18 20:24:14.116706,0 days 00:00:01.348856,0.6,0.029149226460926828,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
133,0.8886398102577292,2025-10-18 20:24:14.117119,2025-10-18 20:24:15.369334,0 days 00:00:01.252215,0.6,0.03471082179863445,7,1,200,0.0,0.8,1.0,COMPLETE
134,0.9128011351182596,2025-10-18 20:24:15.369745,2025-10-18 20:24:17.000239,0 days 00:00:01.630494,0.6,0.02615917808833907,7,1,250,0.0,0.7000000000000001,1.0,COMPLETE
135,0.8540953856567755,2025-10-18 20:24:17.000650,2025-10-18 20:24:18.230370,0 days 00:00:01.229720,0.6,0.036347371257051474,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
136,0.7837076727727078,2025-10-18 20:24:18.230807,2025-10-18 20:24:19.401142,0 days 00:00:01.170335,0.6,0.006322945059382565,7,1,200,0.1,0.8,1.0,COMPLETE
137,0.9469457402398952,2025-10-18 20:24:19.401570,2025-10-18 20:24:20.886301,0 days 00:00:01.484731,0.6,0.02702762352042223,8,1,200,0.0,0.7000000000000001,1.0,COMPLETE
138,0.4921690028699441,2025-10-18 20:24:20.886743,2025-10-18 20:24:21.340271,0 days 00:00:00.453528,0.6,0.02635583704271893,8,2,200,0.8,0.7000000000000001,1.0,COMPLETE
139,0.9081206976142958,2025-10-18 20:24:21.340719,2025-10-18 20:24:23.236995,0 days 00:00:01.896276,0.6,0.02364957155433724,8,1,250,0.0,0.7000000000000001,1.0,COMPLETE
140,0.8296989587098458,2025-10-18 20:24:23.237516,2025-10-18 20:24:24.705381,0 days 00:00:01.467865,0.6,0.05026103281176073,8,1,200,0.0,0.7000000000000001,1.0,COMPLETE
141,0.8605986070471404,2025-10-18 20:24:24.705823,2025-10-18 20:24:26.047831,0 days 00:00:01.342008,0.6,0.02770638062514663,7,1,200,0.0,0.8,1.0,COMPLETE
142,0.8151117923277793,2025-10-18 20:24:26.048309,2025-10-18 20:24:27.559360,0 days 00:00:01.511051,0.6,0.029799306442473698,7,1,200,0.0,0.9,1.0,COMPLETE
143,0.8639453065602959,2025-10-18 20:24:27.559888,2025-10-18 20:24:29.160774,0 days 00:00:01.600886,0.6,0.03369771158176699,7,1,250,0.0,0.7000000000000001,1.0,COMPLETE
144,0.8010400911589461,2025-10-18 20:24:29.161277,2025-10-18 20:24:30.258982,0 days 00:00:01.097705,0.6,0.03995304706022345,7,1,200,0.1,0.6000000000000001,1.0,COMPLETE
145,0.8933686100766535,2025-10-18 20:24:30.259394,2025-10-18 20:24:32.719981,0 days 00:00:02.460587,0.6,0.02722273124915468,7,1,200,0.0,0.7000000000000001,1.0,COMPLETE
146,0.840965623463945,2025-10-18 20:24:32.720672,2025-10-18 20:24:35.767258,0 days 00:00:03.046586,0.6,0.025378151595332687,8,2,300,0.0,0.6000000000000001,1.0,COMPLETE
147,0.8544151827559983,2025-10-18 20:24:35.767868,2025-10-18 20:24:37.033683,0 days 00:00:01.265815,0.6,0.03251863338944474,7,1,200,0.1,0.30000000000000004,1.0,COMPLETE
148,0.8389400370568117,2025-10-18 20:24:37.034144,2025-10-18 20:24:38.994686,0 days 00:00:01.960542,0.6,0.043055554396820336,7,1,200,0.0,0.8,1.0,COMPLETE
149,0.8754732824393764,2025-10-18 20:24:38.995698,2025-10-18 20:24:40.262010,0 days 00:00:01.266312,0.6,0.02995144187038327,7,2,150,0.0,0.6000000000000001,1.0,COMPLETE
150,0.8419277853562571,2025-10-18 20:24:40.262421,2025-10-18 20:24:41.735285,0 days 00:00:01.472864,0.6,0.02306892598211914,8,1,200,0.0,0.7000000000000001,1.0,COMPLETE
151,0.882071168258403,2025-10-18 20:24:41.735723,2025-10-18 20:24:43.697774,0 days 00:00:01.962051,0.6,0.02430669439818439,8,1,250,0.0,0.7000000000000001,1.0,COMPLETE
152,0.8703282158071088,2025-10-18 20:24:43.698308,2025-10-18 20:24:46.124544,0 days 00:00:02.426236,0.6,0.02177691290690227,8,1,300,0.0,0.7000000000000001,1.0,COMPLETE
153,0.8777518115051857,2025-10-18 20:24:46.124993,2025-10-18 20:24:48.048702,0 days 00:00:01.923709,0.6,0.024006419319665365,8,1,250,0.0,0.7000000000000001,1.0,COMPLETE
154,0.9502007834782397,2025-10-18 20:24:48.049119,2025-10-18 20:24:49.322747,0 days 00:00:01.273628,0.6,0.027885227124222693,8,1,150,0.0,0.8,1.0,COMPLETE
155,0.8974073144993708,2025-10-18 20:24:49.323243,2025-10-18 20:24:50.198827,0 days 00:00:00.875584,0.6,0.02883342189845597,7,1,150,0.1,0.8,1.0,COMPLETE
156,0.7404165809362157,2025-10-18 20:24:50.199240,2025-10-18 20:24:51.093731,0 days 00:00:00.894491,0.6,0.09689114989835328,7,1,150,0.0,0.9,1.0,COMPLETE
157,0.8647294905278892,2025-10-18 20:24:51.094155,2025-10-18 20:24:52.534413,0 days 00:00:01.440258,0.6,0.037062449269213905,8,1,150,0.0,0.8,1.0,COMPLETE
158,0.9015981462819788,2025-10-18 20:24:52.534958,2025-10-18 20:24:53.441717,0 days 00:00:00.906759,0.6,0.03073727820992369,7,1,150,0.0,0.4,1.0,COMPLETE
159,0.8668772015357638,2025-10-18 20:24:53.442129,2025-10-18 20:24:54.352835,0 days 00:00:00.910706,0.6,0.027186887045458973,7,2,150,0.1,0.8,1.0,COMPLETE
160,0.8196565773417589,2025-10-18 20:24:54.353254,2025-10-18 20:24:55.803128,0 days 00:00:01.449874,0.6,0.03211810758883423,8,1,200,0.0,0.6000000000000001,1.0,COMPLETE
161,0.9202837918494214,2025-10-18 20:24:55.803573,2025-10-18 20:24:57.764837,0 days 00:00:01.961264,0.6,0.025762760171877723,8,1,250,0.0,0.7000000000000001,1.0,COMPLETE
162,0.9416805357543101,2025-10-18 20:24:57.765308,2025-10-18 20:24:58.896480,0 days 00:00:01.131172,0.6,0.026207913016771642,8,1,150,0.0,0.7000000000000001,1.0,COMPLETE
163,0.8557433911247424,2025-10-18 20:24:58.896925,2025-10-18 20:25:00.414207,0 days 00:00:01.517282,0.6,0.026115209474057897,8,1,200,0.0,0.7000000000000001,1.0,COMPLETE
164,0.8480125686814679,2025-10-18 20:25:00.414635,2025-10-18 20:25:01.517950,0 days 00:00:01.103315,0.6,0.02031497354858162,8,1,150,0.0,0.7000000000000001,1.0,COMPLETE
165,0.8480632267438267,2025-10-18 20:25:01.518364,2025-10-18 20:25:02.975646,0 days 00:00:01.457282,0.6,0.02799033644172033,8,1,200,0.0,0.8,1.0,COMPLETE
166,0.8908030759055242,2025-10-18 20:25:02.976090,2025-10-18 20:25:04.197435,0 days 00:00:01.221345,0.6,0.025667638353198692,8,1,150,0.0,0.7000000000000001,1.0,COMPLETE
167,0.8266296896145123,2025-10-18 20:25:04.197971,2025-10-18 20:25:05.720990,0 days 00:00:01.523019,0.6,0.022563483694121377,8,1,200,0.0,0.7000000000000001,1.0,COMPLETE
168,0.855656505700208,2025-10-18 20:25:05.721399,2025-10-18 20:25:07.123382,0 days 00:00:01.401983,0.6,0.03490366836367929,8,1,200,0.0,0.6000000000000001,1.0,COMPLETE
169,0.8895544043855396,2025-10-18 20:25:07.123824,2025-10-18 20:25:08.032966,0 days 00:00:00.909142,0.6,0.026420536841108195,7,1,150,0.0,0.8,1.0,COMPLETE
170,0.8184824811962782,2025-10-18 20:25:08.033411,2025-10-18 20:25:09.673832,0 days 00:00:01.640421,0.6,0.028974809570282305,8,2,250,0.1,0.7000000000000001,0.7,COMPLETE
171,0.9161799480897979,2025-10-18 20:25:09.674253,2025-10-18 20:25:10.666780,0 days 00:00:00.992527,0.6,0.0307952177248572,7,1,150,0.0,0.5,1.0,COMPLETE
172,0.7763538761335974,2025-10-18 20:25:10.667218,2025-10-18 20:25:11.554177,0 days 00:00:00.886959,0.6,0.07219479658824576,7,1,150,0.0,0.5,1.0,COMPLETE
173,0.7411979112587145,2025-10-18 20:25:11.554593,2025-10-18 20:25:12.514350,0 days 00:00:00.959757,0.6,0.03310397614672358,7,1,150,0.0,0.5,0.6,COMPLETE
174,1.0009208939023866,2025-10-18 20:25:12.514768,2025-10-18 20:25:13.546988,0 days 00:00:01.032220,0.6,0.025084004832746396,7,1,150,0.0,0.5,1.0,COMPLETE
175,0.9040736851920296,2025-10-18 20:25:13.547402,2025-10-18 20:25:14.495148,0 days 00:00:00.947746,0.6,0.0311895267141965,7,1,150,0.0,0.5,1.0,COMPLETE
176,0.914206700495979,2025-10-18 20:25:14.495590,2025-10-18 20:25:15.440847,0 days 00:00:00.945257,0.6,0.027522361913282428,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
177,0.9325190415772662,2025-10-18 20:25:15.441291,2025-10-18 20:25:16.513797,0 days 00:00:01.072506,0.6,0.028364431654898856,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
178,0.8846071836927609,2025-10-18 20:25:16.514244,2025-10-18 20:25:17.420662,0 days 00:00:00.906418,0.6,0.02942630280293144,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
179,0.8780315329694659,2025-10-18 20:25:17.421106,2025-10-18 20:25:18.496896,0 days 00:00:01.075790,0.6,0.03637096545890705,7,1,150,0.0,0.5,1.0,COMPLETE
180,0.815150219883697,2025-10-18 20:25:18.497425,2025-10-18 20:25:19.188482,0 days 00:00:00.691057,1.0,0.0660701886157617,7,4,100,0.0,0.6000000000000001,1.0,COMPLETE
181,0.9219689318586668,2025-10-18 20:25:19.189105,2025-10-18 20:25:20.347532,0 days 00:00:01.158427,0.6,0.027599431878783425,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
182,0.9314435634105784,2025-10-18 20:25:20.348198,2025-10-18 20:25:21.636536,0 days 00:00:01.288338,0.6,0.024383161271376217,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
183,0.8619727474250222,2025-10-18 20:25:21.637005,2025-10-18 20:25:22.594903,0 days 00:00:00.957898,0.6,0.024701196040489707,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
184,0.8980829741524025,2025-10-18 20:25:22.595367,2025-10-18 20:25:23.481404,0 days 00:00:00.886037,0.6,0.024016953752907372,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
185,0.8879742485425687,2025-10-18 20:25:23.481850,2025-10-18 20:25:24.488043,0 days 00:00:01.006193,0.6,0.022502763158021896,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
186,0.9173808460046482,2025-10-18 20:25:24.488512,2025-10-18 20:25:25.397769,0 days 00:00:00.909257,0.6,0.027816460441993394,7,1,150,0.1,0.6000000000000001,1.0,COMPLETE
187,0.8657537906502738,2025-10-18 20:25:25.398192,2025-10-18 20:25:26.593916,0 days 00:00:01.195724,0.6,0.02867509797852915,7,1,200,0.0,0.6000000000000001,1.0,COMPLETE
188,0.9651415109162111,2025-10-18 20:25:26.594358,2025-10-18 20:25:27.535099,0 days 00:00:00.940741,0.6,0.0251557223647247,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
189,0.8835291704109686,2025-10-18 20:25:27.535695,2025-10-18 20:25:28.346577,0 days 00:00:00.810882,0.6,0.02313308993745663,7,6,150,0.0,0.6000000000000001,1.0,COMPLETE
190,0.7769130390735777,2025-10-18 20:25:28.346986,2025-10-18 20:25:29.444705,0 days 00:00:01.097719,0.6,0.03258324591763546,8,2,150,0.0,0.7000000000000001,1.0,COMPLETE
191,0.939789028460245,2025-10-18 20:25:29.445121,2025-10-18 20:25:30.311007,0 days 00:00:00.865886,0.6,0.025521391003022215,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
192,0.9240384558254829,2025-10-18 20:25:30.311435,2025-10-18 20:25:31.193110,0 days 00:00:00.881675,0.6,0.025119018133930693,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
193,0.9664404851479377,2025-10-18 20:25:31.193550,2025-10-18 20:25:32.106078,0 days 00:00:00.912528,0.6,0.02433618591457793,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
194,0.9285151561352686,2025-10-18 20:25:32.106521,2025-10-18 20:25:32.999267,0 days 00:00:00.892746,0.6,0.02439137522992595,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
195,0.8799244544459057,2025-10-18 20:25:32.999745,2025-10-18 20:25:34.602368,0 days 00:00:01.602623,0.6,0.021025092531061204,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
196,0.9045201241713173,2025-10-18 20:25:34.603708,2025-10-18 20:25:36.512840,0 days 00:00:01.909132,0.6,0.02377389476167851,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
197,0.9124335730152268,2025-10-18 20:25:36.513502,2025-10-18 20:25:38.382940,0 days 00:00:01.869438,0.6,0.02480940842087883,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
198,0.8321434053629447,2025-10-18 20:25:38.383594,2025-10-18 20:25:39.141735,0 days 00:00:00.758141,0.6,0.018838994424239332,7,1,100,0.0,0.6000000000000001,1.0,COMPLETE
199,0.9227862982724515,2025-10-18 20:25:39.142180,2025-10-18 20:25:40.083903,0 days 00:00:00.941723,0.6,0.024826931077127738,7,1,150,0.0,0.6000000000000001,1.0,COMPLETE
